# class	code	page	at	shifted	gold	claude
OTHER	TWHT903	TWHT903_0_0.html	-1	0	1A 1B 2A 2B 2C 3A 3B 3C 4A 4B 4C	1A 1B 2A 2B 2C 3A 3B
OTHER	WJFUN105	WJFUN105_0_0.html	-1	0	1A 1B 2A 2B 3A 3B	1A 1B 2A 2B
OTHER	WJFUN106	WJFUN106_0_0.html	-1	0	1A 1B 2A 2B 2C 3A 3B 3C 3D	1A 2A 2B 2C 3B 3C
MISSING1	WJFUN107	WJFUN107_0_0.html	5	0	1A 1B 1C 2A 2B 2C 3A 3B 3C	1A 1B 1C 2A 2B 3A 3B 3C
OTHER	WJFUN108	WJFUN108_0_0.html	-1	0	1A 1B 1C 1D 2A 2B 2C 2D 3A 3B 3C	1A 1B 2A 2B 2C 2D 3A
OTHER	WJFUN109	WJFUN109_0_0.html	-1	0	1A 1B 1C 2A 2B 2C	1A 1B 1C 1D 2A 2C 2C
MISSING1	WJFUN110	WJFUN110_0_0.html	3	0	1A 1B 1C 2A 2B 2C 2D	1A 1B 1C 2B 2C 2D
OTHER	WJFUN115	WJFUN115_0_0.html	-1	0	1A 1B 1C 1D 1E 1F 1G 1H 1I 2A 2B 2C 2D 2E 2F 3A 3B 3C 3D 3E	1A 1B 1C 1D 3E 3F 3G 3H 2A 2B 2C 2D 2E 2F 3A 3B 3C 3D 3E
OTHER	WJFUN116	WJFUN116_0_0.html	-1	0	1A 1B 1C 1D 1E 1F 1G 1H 1I 2A 2B 2C 2D 2E 2F 2G 3A 3B 3C 3D 3E 3F 3G	1A 1B 1C 1D 1E 1F 1G 2A 2B 2B 2D 2E 2F 2H 3A 3C 3D 3F 3E
MISSING1	WJFUN205	WJFUN205_0_0.html	10	0	1A 1B 1C 1D 1E 2A 2B 2C 3A 3B 3C 3C	1A 1B 1C 1D 1E 2A 2B 2C 3A 3B 3C
OTHER	WJFUN206	WJFUN206_0_0.html	-1	0	1A 1B 1C 2A 2B 2C 2D 3A 3B 3C	1A 1B 1C 2B 2C 2C 3A 3B 3C
OTHER	WJFUN208	WJFUN208_0_0.html	-1	0	1A 1B 1C 2A 2B 2C	1A 1B 2A 2B
OTHER	WJFUN210	WJFUN210_0_0.html	-1	0	1A 1B 1C 1D 2A 2B 2C 2D 2E	1B 1D 2B 2C 2D 2E 2E
MISSING1	WJFUN211	WJFUN211_0_0.html	5	0	1A 1B 1C 1D 1E 1F 2A 2B 2C	1A 1B 1C 1D 1E 2A 2B 2C
OTHER	WJFUN212	WJFUN212_0_0.html	-1	0	1A 1B 1C 1D 1E 2A 2B 2C 2D 2E	1B 1C 1D 3E 2A 2B 2C 2D
OTHER	WJFUN304	WJFUN304_0_0.html	-1	0	1A 1B 1C 2A 2B 2C 2D 3A 3B 3C 3D 3E 3F 4A 4B	1A 1B 2A 2B 2C 3A 3B 3C 4A 4B
EXTRA1	WJFUN307	WJFUN307_0_0.html	6	0	1A 1B 1C 2A 2B 2C	1A 1B 1C 2A 2B 2C 2D
OTHER	XDLS501	XDLS501_1_0.html	-1	0	1A 1B	1A 1B 1C 1D 1E 1F 1G
OTHER	XDLS501	XDLS501_2_0.html	-1	0	3A 3B 3C 3D 3E 3F 3G 3H 3I 3J	3A
OTHER	XDLS501	XDLS501_4_0.html	-1	0	4A 4B 4C 4D 4E 4F 4G 4H	5A
OTHER	XDLS502	XDLS502_3_0.html	-1	0	2A 2B 2C 2D 2E 2F 2G 2H 2I	2A 2C 2D
OTHER	XDLS502	XDLS502_4_0.html	-1	0	3A 3B 3C	4A 4B
OTHER	XDLS901	XDLS901_1_0.html	-1	0	1A 1B 1C 1D	1A 1B 1C 1D 1E 1F 1G 1H
EXTRA1	XDLS901	XDLS901_2_0.html	2	0	2A 2B	2A 2B 2C
MISSING1	XDLS901	XDLS901_3_0.html	5	0	3A 3B 3C 3D 3E 3F	3A 3B 3C 3D 3E
MISSING1	XDLS902	XDLS902_1_0.html	6	0	1A 1B 1C 1D 1E 1F 1G	1A 1B 1C 1D 1E 1F
MISSING1	XDLS902	XDLS902_2_0.html	6	0	2A 2B 2C 2D 2E 2F 2G	2A 2B 2C 2D 2E 2F
MISSING1	XDLS902	XDLS902_3_0.html	6	0	3A 3B 3C 3D 3E 3F 3G	3A 3B 3C 3D 3E 3F
MISSING1	XDLS902	XDLS902_4_0.html	6	0	4A 4B 4C 4D 4E 4F 4G	4A 4B 4C 4D 4E 4F
MISSING1	XDLS902	XDLS902_5_0.html	6	0	5A 5B 5C 5D 5E 5F 5G	5A 5B 5C 5D 5E 5F
MISSING1	XDLS902	XDLS902_6_0.html	6	0	6A 6B 6C 6D 6E 6F 6G	6A 6B 6C 6D 6E 6F
OTHER	XDLS902	XDLS902_7_0.html	-1	0	7A 7B 7C 7D 7E 7F 7G	1A 1B 1C 1D 1E 1F
OTHER	XDLS903	XDLS903_1_0.html	-1	0	1A 1B 1C 1D 1E 1F 1G	1A 1B 1C 1D 1E 1F 1G 1H 1I 1J 1K
MISSING1	XDLS903	XDLS903_2_0.html	6	0	2A 2B 2C 2D 2E 2F 2G	2A 2B 2C 2D 2E 2F
MISSING1	XDLS903	XDLS903_3_0.html	6	0	3A 3B 3C 3D 3E 3F 3G	3A 3B 3C 3D 3E 3F
MISSING1	XDLS903	XDLS903_4_0.html	6	0	4A 4B 4C 4D 4E 4F 4G	4A 4B 4C 4D 4E 4F
MISSING1	XDLS903	XDLS903_5_0.html	6	0	5A 5B 5C 5D 5E 5F 5G	5A 5B 5C 5D 5E 5F
MISSING1	XDLS903	XDLS903_6_0.html	6	0	6A 6B 6C 6D 6E 6F 6G	6A 6B 6C 6D 6E 6F
MISSING1	XDLS903	XDLS903_7_0.html	6	0	7A 7B 7C 7D 7E 7F 7G	7A 7B 7C 7D 7E 7F
MISSING1	XDLS904	XDLS904_1_0.html	6	0	1A 1B 1C 1D 1E 1F 1G	1A 1B 1C 1D 1E 1F
MISSING1	XDLS904	XDLS904_2_0.html	6	0	2A 2B 2C 2D 2E 2F 2G	2A 2B 2C 2D 2E 2F
MISSING1	XDLS904	XDLS904_3_0.html	6	0	3A 3B 3C 3D 3E 3F 3G	3A 3B 3C 3D 3E 3F
MISSING1	XDLS904	XDLS904_4_0.html	6	0	4A 4B 4C 4D 4E 4F 4G	4A 4B 4C 4D 4E 4F
MISSING1	XDLS904	XDLS904_5_0.html	6	0	5A 5B 5C 5D 5E 5F 5G	5A 5B 5C 5D 5E 5F
OTHER	XDLS904	XDLS904_6_0.html	-1	0	6A 6B 6C 6D 6E 6F 6G	6A 6B 6C 6D 6E F
MISSING1	XDLS904	XDLS904_7_0.html	6	0	7A 7B 7C 7D 7E 7F 7G	7A 7B 7C 7D 7E 7F
MISSING1	XDLS905	XDLS905_1_0.html	6	0	1A 1B 1C 1D 1E 1F 1G	1A 1B 1C 1D 1E 1F
MISSING1	XDLS905	XDLS905_2_0.html	6	0	2A 2B 2C 2D 2E 2F 2G	2A 2B 2C 2D 2E 2F
MISSING1	XDLS905	XDLS905_4_0.html	6	0	4A 4B 4C 4D 4E 4F 4G	4A 4B 4C 4D 4E 4F
MISSING1	XDLS905	XDLS905_5_0.html	6	0	5A 5B 5C 5D 5E 5F 5G	5A 5B 5C 5D 5E 5F
MISSING1	XDLS905	XDLS905_6_0.html	6	0	6A 6B 6C 6D 6E 6F 6G	6A 6B 6C 6D 6E 6F
MISSING1	XDLS905	XDLS905_7_0.html	6	0	7A 7B 7C 7D 7E 7F 7G	7A 7B 7C 7D 7E 7F
MISSING1	XDLS906	XDLS906_1_0.html	6	0	1A 1B 1C 1D 1E 1F 1G	1A 1B 1C 1D 1E 1F
MISSING1	XDLS906	XDLS906_2_0.html	6	0	2A 2B 2C 2D 2E 2F 2G	2A 2B 2C 2D 2E 2F
MISSING1	XDLS906	XDLS906_3_0.html	6	0	3A 3B 3C 3D 3E 3F 3G	3A 3B 3C 3D 3E 3F
MISSING1	XDLS906	XDLS906_4_0.html	6	0	4A 4B 4C 4D 4E 4F 4G	4A 4B 4C 4D 4E 4F
MISSING1	XDLS906	XDLS906_5_0.html	6	0	5A 5B 5C 5D 5E 5F 5G	5A 5B 5C 5D 5E 5F
MISSING1	XDLS906	XDLS906_6_0.html	6	0	6A 6B 6C 6D 6E 6F 6G	6A 6B 6C 6D 6E 6F
MISSING1	XDLS906	XDLS906_7_0.html	6	0	7A 7B 7C 7D 7E 7F 7G	7A 7B 7C 7D 7E 7F
EXTRA1	XDLS908	XDLS908_1_0.html	2	0	1A 1B	1A 1B 1C
EXTRA1	XDLS908	XDLS908_2_0.html	2	0	2A 2B	2A 2B 2C
OTHER	XDLS908	XDLS908_3_0.html	-1	0	3A 3B 3C 3D 3E 3F	3A 3B 3C 3D 3E 3F 3G 3H 3I 3J 3K 3L 3M 3N 3O
OTHER	XDLS908	XDLS908_4_0.html	-1	0	4A 4B 4C 4D 4E	4A 4B 4C 4D 4E 4F 4G
OTHER	XDLS908	XDLS908_5_0.html	-1	0	5A 5B 5C	5A 5B 5C 5D 5E 5F 5G 5H 5I 5J
OTHER	XDLS908	XDLS908_6_0.html	-1	0		6A 6B 6C 6D 6E 6F
MISSING1	XDLS909	XDLS909_1_0.html	5	0	1A 1B 1C 1D 1E 1F	1A 1B 1C 1D 1E
OTHER	XDLS909	XDLS909_2_0.html	-1	0	2A 2B 2C 2D 2E 2F	2A 2B 2C 2D
MISSING1	XDLS909	XDLS909_3_0.html	4	0	3A 3B 3C 3D 3E	3A 3B 3C 3D
OTHER	XDLS909	XDLS909_4_0.html	-1	0	4A 4B 4C 4D 4E 4F 4G 4H	4A 4B 4C 4D
EXTRA1	XDLS912	XDLS912_1_0.html	3	0	1A 1B 1C	1A 1B 1C 1D
EXTRA1	XDLS912	XDLS912_2_0.html	4	0	2A 2B 2C 2D	2A 2B 2C 2D 2E
OTHER	XDLS912	XDLS912_4_0.html	-1	0	4B 4C 4D	4A 4B 4C 4D 4E 4F
OTHER	XGF9001	XGF9001_2_0.html	-1	0	1A 1B 1C 1D 1E	1A 2B 1B 1C 1D 2A 2C 2D
SHIFTED	XGF9001	XGF9001_3_0.html	0	0	1I 1J 1K 1L	3A 3B 3C 3D
OTHER	XGF9001	XGF9001_4_0.html	-1	0	2A 2B	4A 4B 4C
OTHER	XGF9001	XGF9001_5_0.html	-1	0	2C 2D 2E 2F	5A 5B 5C 5D 5E 5F
OTHER	XGF9001	XGF9001_6_0.html	-1	0	3A 3B 3C 3D 3E	6A 6B 6C 6D 6E 6F
OTHER	XGF9001	XGF9001_7_0.html	-1	0	3F 3G 3H	7A 7B 7C 7D
OTHER	XGF9001	XGF9001_8_0.html	-1	0	4A 4B 4C	8A 8B 8C 8D
OTHER	XGF9001	XGF9001_9_0.html	-1	0	5A 5B 5C 5D 5E	9A 9B 9C 9D
EXTRA1	XGF9002	XGF9002_1_0.html	2	0	1A 1B	1A 1B 1C
OTHER	XGF9002	XGF9002_2_0.html	-1	0	2A 2B 2C 2D	2A 3A
MISSING1	XGF9002	XGF9002_3_0.html	3	0	3A 3B 3C 3D	3A 3B 3C
OTHER	XGF9002	XGF9002_5_0.html	-1	0	5A 5B 5C 5D	3A 3B 3C
MISSING1	XGF9002	XGF9002_6_0.html	3	0	6A 6B 6C 6D	6A 6B 6C
MISSING1	XGF9002	XGF9002_7_0.html	3	0	7A 7B 7C 7D	7A 7B 7C
MISSING1	XGF9002	XGF9002_8_0.html	3	0	8A 8B 8C 8D	8A 8B 8C
MISSING1	XGF9002	XGF9002_9_0.html	0	0	9A	
EXTRA1	XGF9003	XGF9003_0_0.html	0	0		1A
OTHER	XGF9003	XGF9003_1_0.html	-1	0	2A 2B 2C 2D 2E 2F 2G 2H 2I 2J 2K	2A 2B 2C 2D 2E 2F 2G 2H 2I
OTHER	XGF9003	XGF9003_1_1.html	-1	0	3A 3B 3C 3D 3E	3B
OTHER	XGF9003	XGF9003_1_2.html	-1	0	4A 4B 4C	4B 1L 4C 1N
OTHER	XGF9003	XGF9003_1_3.html	-1	0	5A 5B 5C 5D 5E 5F	5A 5P 5D 5F
OTHER	XGF9004	XGF9004_2_0.html	-1	0	2A 2B 2C 2D 2E 2F 2G 2H 2I 2J 2K	1A 1B 1C
OTHER	XGF9004	XGF9004_3_0.html	-1	0	3A 3B 3C 3D 3E	2A 2B
OTHER	XGF9004	XGF9004_4_0.html	-1	0	4A 4B 4C	3A 3B 3C 3D 3E
OTHER	XGF9004	XGF9004_5_0.html	-1	0	5A 5B 5C 5D 5E 5F	4A 4B 4C 4D
OTHER	XGF9004	XGF9004_6_0.html	-1	0		5A 5B 5C
MISSING1	XGF9006	XGF9006_1_0.html	2	0	1A 1B 1C	1A 1B
MISSING1	XGF9006	XGF9006_3_0.html	2	0	3A 3B 3C	3A 3B
SHIFTED	XGF9006	XGF9006_4_0.html	1	0	4A 4B 4C 4D	4A 4C 4B 4D
OTHER	XGF9006	XGF9006_5_0.html	-1	0	5A 5B 5C	5B
EXTRA1	XGF9006	XGF9006_6_0.html	5	0	6A 6B 6C 6D 6E	6A 6B 6C 6D 6E 6F
OTHER	XGF9006	XGF9006_7_0.html	-1	0	7A 7B 7C 7D	7A 7C
MISSING1	XLP01	XLP01_1_0.html	0	0	1A	
OTHER	XLP01	XLP01_2_0.html	-1	0	2B 2C 2D	
MISSING1	XLP01	XLP01_3_0.html	0	0	3A	
OTHER	XLP01	XLP01_4_0.html	-1	0	4A 4B 4C 4D	
MISSING1	XLP03	XLP03_1_0.html	2	0	1A 1B 1C	1A 1B
SHIFTED	XLP03	XLP03_2_0.html	0	0	1D	1C
EXTRA1	XLP03	XLP03_4_0.html	1	0	3A	3A 3B
MISSING1	XLP04	XLP04_1_0.html	0	0	1A	
MISSING1	XLP04	XLP04_2_0.html	0	0	2A	
OTHER	XLP04	XLP04_3_0.html	-1	0	3A 3B 3C 3D 3E	
OTHER	XLP04	XLP04_4_0.html	-1	0	4A 4B 4C 4D 4E	
MISSING1	XLP05	XLP05_2_0.html	0	0	1A	
MISSING1	XLP05	XLP05_5_0.html	0	0	4A	
MISSING1	XMES101	XMES101_1_0.html	5	0	1A 1B 1C 1D 1E 1F	1A 1B 1C 1D 1E
MISSING1	XMES101	XMES101_2_0.html	4	0	2A 2B 2C 2D 2E	2A 2B 2C 2D
MISSING1	XMES101	XMES101_3_0.html	2	0	3A 3B 3C	3A 3B
MISSING1	XMES101	XMES101_4_0.html	5	0	4A 4B 4C 4D 4E 4F	4A 4B 4C 4D 4E
MISSING1	XMES101	XMES101_5_0.html	2	0	5A 5B 5C	5A 5B
MISSING1	XMES101	XMES101_6_0.html	5	0	6A 6B 6C 6D 6E 6F	6A 6B 6C 6D 6E
MISSING1	XMES101	XMES101_7_0.html	5	0	7A 7B 7C 7D 7E 7F	7A 7B 7C 7D 7E
MISSING1	XMES101	XMES101_8_0.html	2	0	8A 8B 8C	8A 8B
OTHER	XMES102	XMES102_1_0.html	-1	0	5A 5B 5B 5C	1A 1B 1C 1D 1E
OTHER	XMES102	XMES102_2_0.html	-1	0	2A 2B 2C 2D 2E	2A
OTHER	XMES102	XMES102_3_0.html	-1	0	3A 3B 3C 3D	3A 3B
OTHER	XMES102	XMES102_4_0.html	-1	0	4A 4B 4C 4D 4E 4F 4G 4H	4A 4C 4D 4E
OTHER	XMES102	XMES102_5_0.html	-1	0	1A 1B 1C 1D 1E	
EXTRA1	XMES103	XMES103_2_0.html	2	0	2A 2B 2D 2E 2F 2G	2A 2B 2C 2D 2E 2F 2G
MISSING1	XMES201	XMES201_2_0.html	3	0	2A 2B 2C 2D 2D 2E 2F	2A 2B 2C 2D 2E 2F
EXTRA1	XMES201	XMES201_3_0.html	4	0	3A 3B 3C 3D	3A 3B 3C 3D 3E
SHIFTED	XMES202	XMES202_1_1.html	2	0	1G 1H 1I 1J	1G 1H 1J 1K
SHIFTED	XMES202	XMES202_2_0.html	6	0	2A 2B 2C 2D 2E 2F 2F	2A 2B 2C 2D 2E 2F 2G
OTHER	XMES202	XMES202_3_0.html	-1	0	3A 3B 3C 3C 3D 3E 3F	3A 3B 3C 3D 3E 3F 3G 3H
EXTRA1	XMES203	XMES203_1_0.html	3	0	1A 1B 1C	1A 1B 1C 1D
OTHER	XMES203	XMES203_2_0.html	-1	0	2A 2B 2B 2B 2C 2E 2F 2G 2H	2A 2B 2C 2D 2E 2F 2G 2H 2I 2J
OTHER	XMES203	XMES203_3_0.html	-1	0	3A 3B 3C 3D 3E 3F 3F	3A 3B 3D 3E 3F 3G 3H 3C
EXTRA1	XMES203	XMES203_4_0.html	5	0	4A 4B 4C 4D 4E	4A 4B 4C 4D 4E 4F
EXTRA1	XOTPB12	XOTPB12_1_0.html	2	0	1A 1B	1A 1B 1C
EXTRA1	XOTPB13	XOTPB13_1_0.html	2	0	1A 1B	1A 1B 1C
MISSING1	XTAS101	XTAS101_1_0.html	7	0	1A 1B 1C 1D 1E 1F 1G 1H	1A 1B 1C 1D 1E 1F 1G
MISSING1	XTAS101	XTAS101_2_0.html	4	0	2A 2B 2C 2D 2E 2E	2A 2B 2C 2D 2E
MISSING1	XTAS101	XTAS101_3_0.html	3	0	3A 3B 3C 3D	3A 3B 3C
OTHER	XTAS101	XTAS101_4_0.html	-1	0	4A 4B 4C 4D	4A
OTHER	XTAS102	XTAS102_2_0.html	-1	0	2A 2B 2C 2D 2E 2F 2G 2G 2H 2I	2A 2B 2C 2D 2E 2F 2G 2H 2I 2J 2K 2L
SHIFTED	XTAS103	XTAS103_2_1.html	0	0	2E 2F 2G 2H	2D 2E 2F 2H
OTHER	XTAS103	XTAS103_3_0.html	-1	0	3A 3B 3C 3D 3E	3A 3B 3C
SHIFTED	XTAS103	XTAS103_3_1.html	0	0	3D 3E 3F	3C 3D 3F
MISSING1	XWHA01	XWHA01_1_0.html	0	0	2A	
MISSING1	XWHA02	XWHA02_4_0.html	1	0	4A 4B	4A
